,platformId,platform,date,updated,type,description,postUrl,subscriberCount,score,media,likeAndViewCountsDisabled,languageCode,legacyId,id,statistics.actual.favoriteCount,statistics.actual.commentCount,statistics.expected.favoriteCount,statistics.expected.commentCount,account.id,account.name,account.handle,account.profileImage,account.subscriberCount,account.url,account.platform,account.platformId,account.verified,imageText,expandedLinks,translated_description,translated_imageText,description_cluster,Image_path,image_ocr,translated_image_ocr,accountHandle,party,Alignation
134,3.377870681e+29,Instagram,2024-05-28 10:53:05,2024-06-02 03:32:58,photo,वैशाली लोकसभा क्षेत्र अंतर्गत वैशाली विधानसभा के मझौली गांव के श्री अजीत कुमार जी के पुत्र की हत्या कल पटना लॉ कॉलेज में अपराधियों द्वारा कर दी गई थी। आज उनके परिजनों से मिलकर सांत्वना दी और संबंधित अधिकारियों से बात कर उचित करवाई करने का दिशा निर्देश दी।,https://www.instagram.com/p/C7gm3zzvP7A/,26827,10.7611940299,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/446219461_1202644094218824_806041282982473506_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=18de74&_nc_ohc=-47NJoyjE3kQ7kNvgEuLBV_&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYAmfEu1KlON27kwjVmixVQC-IVWbDaaUE8Om_BcwPODFQ&oe=6660E098', 'height': 1080, 'width': 1440}]",False,en,0,8063813|3377870681495371456,1424,18,129,5,8063813,Veena Devi,iveenadevi,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/299840913_1249254679155335_1284598036435125072_n.jpg?stp=dst-jpg_s150x150&_nc_cat=103&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=c_tJ1XY4bIkQ7kNvgHhue5I&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYD30_l7ehYRzihpSnBcQPXVoZ8IDDw-vfwOiIx1C4QG9w&oe=6661AC73,27300,https://www.instagram.com/iveenadevi/,Instagram,12906038168,True,,,the son of shri ajit kumar ji of majhauli village of vaishali assembly under vaishali lok sabha constituency was murdered by criminals at patna law college yesterdaytoday consoled his family members and gave directions to get proper to get it done by talking to the officials concerned,,-1,['../images\\image_134_0.jpg'],,,iveenadevi,LJSP,Left
136,3.3778298499999995e+29,Instagram,2024-05-28 09:31:58,2024-06-02 03:08:35,album,कल अमरोहा लोकसभा में कुछ सामाजिक कार्यक्रमों में भाग लिया।,https://www.instagram.com/p/C7gdlo0vsF5/,69260,1.9002828854,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/446195651_1021081396045689_5750827344961962125_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=18de74&_nc_ohc=GOa_YkFVFToQ7kNvgFDCr5W&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYArBs5Y7dJ4roHWpI4vnHi2NTqCYEFOhcweVMuc1X68rA&oe=66618CDF', 'height': 716, 'width': 886}]",False,hi,0,8063842|3377829850331922809,2675,12,1406,8,8063842,Kunwar Danish Ali,kunwar_danish_ali,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/67374043_715661608871111_2284086225310580736_n.jpg?stp=dst-jpg_s150x150&_nc_cat=106&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=J7qA1ahOp2AQ7kNvgGkRpxV&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYDG3iQCRU1ASCQhdqkqGKrVGwJcX0teUIrN5eJyHsPryg&oe=6661A7B6,69762,https://www.instagram.com/kunwar_danish_ali/,Instagram,8226772827,True,,,yesterday amroha participated in some social programs in the lok sabha,,-1,['../images\\image_136_0.jpg'],,,kunwar_danish_ali,BSP,Left
174,3.377066207e+28,Instagram,2024-05-27 08:14:44,2024-06-02 03:08:35,album,अमरोहा शहर के बुज़ुर्ग इमाम एवं भारत के राष्ट्रपति द्वारा सम्मानित मौलाना डॉक्टर तारिक़ हसन साहब के इंतेक़ाल की ख़बर सुनकर बेहद अफ़सोस हुआ। आज देश ने उर्दू-फ़ारसी का एक विद्वान खो दिया है। अल्लाह मौलाना की मग़फ़िरत फ़रमाए एवं परिवार को सब्र अता करे।आमीन,https://www.instagram.com/p/C7dv9KKplhs/,69214,5.880733945,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/446260640_3738393799813476_8898369419634050826_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=18de74&_nc_ohc=6jyaocrvfE8Q7kNvgE2rZy_&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYAXydETK9b5Hru8wNhl1XVuXSHQaJonClwm2Fhn60WwLg&oe=66619CC0', 'height': 1024, 'width': 1024}]",False,hi,0,8063842|3377066206587934828,9535,80,1627,8,8063842,Kunwar Danish Ali,kunwar_danish_ali,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/67374043_715661608871111_2284086225310580736_n.jpg?stp=dst-jpg_s150x150&_nc_cat=106&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=J7qA1ahOp2AQ7kNvgGkRpxV&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYDG3iQCRU1ASCQhdqkqGKrVGwJcX0teUIrN5eJyHsPryg&oe=6661A7B6,69762,https://www.instagram.com/kunwar_danish_ali/,Instagram,8226772827,True,,,it was very regrettable to hear the news of the intekal of maulana dr tariq hasan saheb who was honored by the elderly imam of amroha city and the president of indiatoday the country has lost a scholar of urduparsiallah maulanas magafirat ferma and be patient to the family,,-1,['../images\\image_174_0.jpg'],,,kunwar_danish_ali,BSP,Left
201,3.376560477e+28,Instagram,2024-05-26 15:29:57,2024-06-02 00:00:05,photo,,https://www.instagram.com/p/C7b891JJm-8/,69140,1.0845771144,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/446125080_7502386369879806_5039393473129739151_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=18de74&_nc_ohc=3ygJkQe4g7EQ7kNvgGSeIb-&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC0RGA3CLDaBSCJkUhe2PEXNTrdpLGyhEIkvymnpoN_EQ&oe=6661A45D', 'height': 640, 'width': 1221}]",False,en,0,8063842|3376560477384896444,1516,10,1395,12,8063842,Kunwar Danish Ali,kunwar_danish_ali,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/67374043_715661608871111_2284086225310580736_n.jpg?stp=dst-jpg_s150x150&_nc_cat=106&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=J7qA1ahOp2AQ7kNvgGkRpxV&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYDG3iQCRU1ASCQhdqkqGKrVGwJcX0teUIrN5eJyHsPryg&oe=6661A7B6,69762,https://www.instagram.com/kunwar_danish_ali/,Instagram,8226772827,True,,,,,5,['../images\\image_201_0.jpg'],"pe at ord ot wera ue aA
TE AMIRIGGURSSIN Siagt stoi

ae Ree cor oR) spo ata at we we aA ge ee a ae
f-

AT SST STE Ch TAT A HTT WAM SI MIs WAL THT Par TAT
Set eat He ae Ae Fret wees 3 a 3H
Ty Breage fear Hl aT Wa Ue cal Mg att fewoll F ferat|

air eet 5 eA wh an a Te Ra wea os
HA oh Heo a WA He sete Gara Fad ciietesd Cat SAN He Ted AH!
Wald os wa 21 fae oie Oe ares sa aleen fated aafraa at Het
AA Fel BUT |

","pe at ord ot wera ue aA
TE AMIRIGGURSSIN Siagt stoi

ae Ree cor oR) spo ata at we we aA ge ee a ae
f-

AT SST STE Ch TAT A HTT WAM SI MIs WAL THT Par TAT
Set eat He ae Ae Fret wees 3 a 3H
Ty Breage fear Hl aT Wa Ue cal Mg att fewoll F ferat|

air eet 5 eA wh an a Te Ra wea os
HA oh Heo a WA He sete Gara Fad ciietesd Cat SAN He Ted AH!
Wald os wa 21 fae oie Oe ares sa aleen fated aafraa at Het
AA Fel BUT |",kunwar_danish_ali,BSP,Left
216,3.3763926570000002e+28,Instagram,2024-05-26 09:56:31,2024-06-02 00:35:57,photo,Thank you Instagram family ❤️,https://www.instagram.com/p/C7bWzufvCEx/,995238,8.119128292,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/446104012_425247063706630_2531205332582916169_n.heic?stp=dst-jpg&_nc_cat=107&ccb=1-7&_nc_sid=18de74&_nc_ohc=LYKLlKt0iBUQ7kNvgEbBwRB&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYDDv2Nb55VnyjgTKk2d2_bz22Eoo4gxXZWu9wu3uSTlQQ&oe=6660A6D9', 'height': 1080, 'width': 1080}]",False,en,0,8063839|3376392657285423409,103384,2051,12852,134,8063839,Chirag Paswan,ichiragpaswan,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/381267994_1471944610252765_4549254365658642136_n.jpg?stp=dst-jpg_s150x150&_nc_cat=1&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=4AHsPfYar5AQ7kNvgFboKvH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC2wln5Y2h5missAlx05VZZDaP8sbG4gyMDnw9lzB8N_Q&oe=666179E1,1066763,https://www.instagram.com/ichiragpaswan/,Instagram,9651287768,False,MILLION hank ΩΝ N FOLOWERS FOLO WERS,,thank you instagram family ,Million Hank Zi ́ʹʽ n Father,175,['../images\\image_216_0.jpg'],"MILLION

FOLOW WERS
","MILLION
FOLLOWERS",ichiragpaswan,LJSP,Left
222,3.3762802409999995e+29,Instagram,2024-05-26 06:13:10,2024-06-01 22:39:10,album,"काशी विश्वनाथ मंदिर, वाराणसी में महादेव के दर्शन प्राप्त किए।

हर हर महादेव।",https://www.instagram.com/p/C7a9P2Pon7N/,360937,2.3935378369,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/445517497_760422689591735_5162610567455879210_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=18de74&_nc_ohc=odcP07Pr5NMQ7kNvgH-XriJ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYA_P7bi85l8Ai4Mat6G4Mg5Fjk2kcX8DO9rDOGLW5SKKg&oe=666097A8', 'height': 1800, 'width': 1440}]",False,hi,0,11320052|3376280240541302477,42111,336,17592,142,11320052,Dimple Yadav,socialist_dimpleyadav,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/57257158_401498690694702_7734465217890877440_n.jpg?stp=dst-jpg_s150x150&_nc_cat=106&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=CiOW75GFAY4Q7kNvgHUa2v-&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYD-o1gYkrCdeumfI16HcdD4jt3Scg00jLX5WnBXycmlcA&oe=6661E32D,368258,https://www.instagram.com/socialist_dimpleyadav/,Instagram,13046533735,True,,,"visited mahadev at kashi vishwanath temple varanasi

everywhere shiva",,-1,['../images\\image_222_0.jpg'],,,socialist_dimpleyadav,SP,Left
233,3.375868349e+29,Instagram,2024-05-25 16:34:49,2024-06-01 22:39:10,album,"आज वाराणसी में कांग्रेस की राष्ट्रीय महासचिव श्रीमती प्रियंका गांधी जी के साथ रोड शो में INDIA गठबंधन के प्रत्याशी श्री अजय राय जी के समर्थन में वोट अपील की।

ये जनसैलाब परिवर्तन का है !",https://www.instagram.com/p/C7ZfmCWhn6I/,358283,3.8253637081000003,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/446102502_825274409047342_143869885852711188_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=18de74&_nc_ohc=8Hz4nJ_quecQ7kNvgHUtV-g&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYCm_R2Cvo7aLcBN8Pm40_7g8ewTrusDxzmbvCY7DNXW5Q&oe=66608C43', 'height': 710, 'width': 1065}]",False,hi,0,11320052|3375868348998254216,67508,331,17592,142,11320052,Dimple Yadav,socialist_dimpleyadav,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/57257158_401498690694702_7734465217890877440_n.jpg?stp=dst-jpg_s150x150&_nc_cat=106&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=CiOW75GFAY4Q7kNvgHUa2v-&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYD-o1gYkrCdeumfI16HcdD4jt3Scg00jLX5WnBXycmlcA&oe=6661E32D,368258,https://www.instagram.com/socialist_dimpleyadav/,Instagram,13046533735,True,,,"today in the road show with the national general secretary of congress mrs priyanka gandhi in varanasi the vote appealed in support of india alliance candidate shri ajay rai ji

this is the change of public",,-1,['../images\\image_233_0.jpg'],,,socialist_dimpleyadav,SP,Left
236,3.375764001e+29,Instagram,2024-05-25 13:07:30,2024-06-02 03:32:58,photo,"लोकसभा वैशाली के समस्त मतदाताओं को मुझे वोट के रूप में दिए आशीर्वाद के लिए आप सभी का धन्यवाद एवं आभार।
#अबकी_बार_400_पार
#LokSabhaElection2024
#helicopterchaap

@bjp4india @narendramodi @amitshahofficial @jpnaddaofficial @bjp4bihar @ichiragpaswan @samratchoudharybjp @idineshpdsingh",https://www.instagram.com/p/C7ZH3k_P8Nb/,25792,16.4253731343,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/446216784_1646092802816609_1946046844935523009_n.webp?stp=dst-jpg&_nc_cat=104&ccb=1-7&_nc_sid=18de74&_nc_ohc=krFIadctjYcQ7kNvgFrBbNT&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC2oIwEocYou-ofNuYNP-E9NsT8xtIBx3qv4bJGRF25YQ&oe=6660DB35', 'height': 1350, 'width': 1080}]",False,hi,0,8063813|3375764001303544667,2100,101,129,5,8063813,Veena Devi,iveenadevi,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/299840913_1249254679155335_1284598036435125072_n.jpg?stp=dst-jpg_s150x150&_nc_cat=103&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=c_tJ1XY4bIkQ7kNvgHhue5I&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYD30_l7ehYRzihpSnBcQPXVoZ8IDDw-vfwOiIx1C4QG9w&oe=6661AC73,27300,https://www.instagram.com/iveenadevi/,Instagram,12906038168,True,"चुनावविन्ह पुनावा aIla हेलीकारडप लोकसभा वैशाली के समस्त मतदाताओं को मुझे वोट के रूप में दिए आशीर्वाद के लिए आप सभी का धन्यवाद एवं आभार। श्रीमती वीणा देवी 16 वैशाली, लोकसभा क्षेत्र एनडीए प्रत्याशी",,"thank you and gratitude to all of you for the blessings given to all the voters of lok sabha vaishali as a vote
abki_bar_400_par
loksabhaetion2024
helicopterchaap

bjp4india narendramodi amitshahofficial jpnaddaoffecial bjp4bihar ichraagpaswan samratchoudharybjp idineshpdsingh","Thank you and gratitude to all of you for the blessings given to me as a vote to all the voters of the election of the election of the election.Mrs. Veena Devi 16 Vaishali, Lok Sabha constituency NDA candidate",28,['../images\\image_236_0.jpg'],"लोकसभा वेशाली

के समस्त मतदाताओं को मुझे वोट के aa में दिए
आशीवदि के लिए आप सभी का

धन्यवाद एवं आभार।

हे x a th nea
)
","Lok Sabha Veshaali

All the voters of
Blessings to all of you

Thanks and gratitude.

O x a th nea
,",iveenadevi,LJSP,Left
241,3.3756645299999996e+28,Instagram,2024-05-25 09:49:52,2024-06-02 00:35:57,album,पाटलिपुत्र लोकसभा क्षेत्र से NDA प्रत्याशी अभिभावक तुल्य श्री रामकृपाल यादव जी के पक्ष में यशस्वी प्रधानमंत्री आदरणीय श्री @narendramodi जी की उपस्थिति में विशाल जनसभा को संबोधित किया। जनसभा में लाखों की संख्या में उमड़ा ये जनसैलाब इस बात का प्रमाण है कि पाटलिपुत्र की जनता का समर्थन NDA के साथ है।,https://www.instagram.com/p/C7YxQE7PLoM/,983007,1.9256460834,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/446118144_724422492996754_1473185611684557840_n.heic?stp=dst-jpg&_nc_cat=103&ccb=1-7&_nc_sid=18de74&_nc_ohc=qmuNWOZsVGkQ7kNvgF47KLc&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYCxUN9vtsRUlTLLFOmNV_Puu7auiK7-IY-pe5DY3HUN0w&oe=6660A52E', 'height': 960, 'width': 1440}]",False,hi,0,8063839|3375664529793661452,57436,162,29738,173,8063839,Chirag Paswan,ichiragpaswan,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/381267994_1471944610252765_4549254365658642136_n.jpg?stp=dst-jpg_s150x150&_nc_cat=1&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=4AHsPfYar5AQ7kNvgFboKvH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC2wln5Y2h5missAlx05VZZDaP8sbG4gyMDnw9lzB8N_Q&oe=666179E1,1066763,https://www.instagram.com/ichiragpaswan/,Instagram,9651287768,False,,,addressed a huge public meeting in the presence of the famous prime minister respected shri narendramodi ji in favor of nda candidate sri ramkripal yadav ji from pataliputra lok sabha constituencylakhs of people gathered in the public meeting this people is a proof that the people of pataliputra are supported with nda,,-1,['../images\\image_241_0.jpg'],"NN ART
||

Wa Lee

नं

का ata as ee a
| ree A Ry | ‘

","NN ART
||

Wa Lee

नं

का ata as ee a
| ree A Ry | ‘",ichiragpaswan,LJSP,Left
276,3.374784703e+29,Instagram,2024-05-24 04:41:48,2024-06-01 21:15:19,photo,"भारत की आजादी के लिए अल्प आयु में ही हँसते-हँसते फांसी के फंदे को गले लगाने वाले अमर क्रांतिकारी करतार सिंह सराभा जी की जयंती पर कोटि-कोटि नमन।
देश की रक्षा के लिए आपका बलिदान सदैव अविस्मरणीय रहेगा। 

#करतार_सिंह_सराभा_जी",https://www.instagram.com/p/C7VpM6Mv-d6/,24916,4.2835820896,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/446113579_431018663150150_8420330543975539128_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=18de74&_nc_ohc=s25-a1pTRR0Q7kNvgG6aASr&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYD8ZWaTiH2LB622cwqiBzgTFCmqRUkBvUrqsmPgx1HNOA&oe=6660BB4A', 'height': 1080, 'width': 1080}]",False,hi,0,8063813|3374784702815659898,564,10,129,5,8063813,Veena Devi,iveenadevi,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/299840913_1249254679155335_1284598036435125072_n.jpg?stp=dst-jpg_s150x150&_nc_cat=103&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=c_tJ1XY4bIkQ7kNvgHhue5I&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYD30_l7ehYRzihpSnBcQPXVoZ8IDDw-vfwOiIx1C4QG9w&oe=6661AC73,27300,https://www.instagram.com/iveenadevi/,Instagram,12906038168,True,मात्र मात्र19वर्षकी 19 वर्षकी अल्पायु में भारत माता की िआज़ादीके के लिए बलिदान देने वाले शहीद करतार सिह सराभा जी की जयंती पर कोटि-कोटि नमन बैलेटन 2 वीणा वीणादेवी देवी अुणापबिन 20Y ホー E जैनेनंरास/ PACAW.,,"for the independence of india at a young age he hugged the hanging of the hanging hanging on the birth anniversary of amar revolutionary kartar singh sarabha ji
your sacrifice to protect the country will always be unforgettable

kartar_singh_sarabha_g","On the birth anniversary of martyr Kartar Singh Sarabha ji, who sacrificed Bharat Mata at a young age of 19 years only 19 years old, Koti Naman Belleton 2 Veena Veenadevi Devi Aunapabin 20y ホー E Janenaras/ Pacaw.",-1,['../images\\image_276_0.jpg'],"2823 @ ag’
== ©
ara 9 ae ct

अल्पायु में भारत माता की आज़ादी के a

लिए बलिदान देने वाले

eee फेएताए
सिंह सराभा ait

की जयंती पर कोटि-कोटि

","2823@ag'
== 
ara 9 ae ct

In a short life, Mother India got freedom

those who sacrifice for

eee faetae
Singh Sarabha Ait

Koti-Koti on the birth anniversary of",iveenadevi,LJSP,Left
284,3.3744752749999998e+28,Instagram,2024-05-23 18:27:01,2024-06-02 00:35:57,album,चुनाव के व्यस्ततम कार्यक्रम के बीच परिवार के संग कुछ पल ✨💫,https://www.instagram.com/p/C7Ui2JDviNb/,968706,3.4102838421,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/446096110_922584033002272_7530226314713451277_n.heic?stp=dst-jpg&_nc_cat=100&ccb=1-7&_nc_sid=18de74&_nc_ohc=wehDC8zwsF8Q7kNvgFIT5tu&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYDQZG-b7rMmXudd8P7Q-Gi725w0UUNHo5RZwlK887VP2w&oe=6660D3AB', 'height': 1080, 'width': 1440}]",False,hi,0,8063839|3374475274966934363,101674,331,29738,173,8063839,Chirag Paswan,ichiragpaswan,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/381267994_1471944610252765_4549254365658642136_n.jpg?stp=dst-jpg_s150x150&_nc_cat=1&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=4AHsPfYar5AQ7kNvgFboKvH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC2wln5Y2h5missAlx05VZZDaP8sbG4gyMDnw9lzB8N_Q&oe=666179E1,1066763,https://www.instagram.com/ichiragpaswan/,Instagram,9651287768,False,,,a few moments with the family amidst the busiest program of election,,175,['../images\\image_284_0.jpg'],,,ichiragpaswan,LJSP,Left
294,3.374332777e+29,Instagram,2024-05-23 13:43:54,2024-06-01 22:39:10,photo,"बुद्ध पूर्णिमा की सभी को शुभकामनाएँ। हम आशा करते हैं कि यह देश समता, करुणा और बन्धुत्व वाले बताये गये रास्ते पर ही चल कर ख़ुशहाली के रास्ते पर अग्रसर होगा ।",https://www.instagram.com/p/C7UCchroYFW/,356130,1.1889164973,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/445414116_1162103848260041_6995803858925024602_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=18de74&_nc_ohc=E6b3D9TyLHoQ7kNvgH7EsAM&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYCnJlyepy8i3YQldIIFfIkPJiFpj9Dv61iPa_1mdEuxSg&oe=666074C4', 'height': 1159, 'width': 928}]",False,en,0,11320052|3374332777211199830,15690,100,13006,275,11320052,Dimple Yadav,socialist_dimpleyadav,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/57257158_401498690694702_7734465217890877440_n.jpg?stp=dst-jpg_s150x150&_nc_cat=106&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=CiOW75GFAY4Q7kNvgHUa2v-&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYD-o1gYkrCdeumfI16HcdD4jt3Scg00jLX5WnBXycmlcA&oe=6661E32D,368258,https://www.instagram.com/socialist_dimpleyadav/,Instagram,13046533735,True,,,best wishes to everyone on buddha purnimawe hope that this country will walk on the path of happiness by walking on the path described with equality compassion and bondage,,-1,['../images\\image_294_0.jpg'],,,socialist_dimpleyadav,SP,Left
